sample_id,label,category,relative_path,original_path,extension
non_cv_01176,non_cv,specification,raw/non_cv/specification/non_cv_01176.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\0000056745.tif,.tif
non_cv_01177,non_cv,letter,raw/non_cv/letter/non_cv_01177.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\515121612+-1613.tif,.tif
non_cv_01178,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01178.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\0013270734.tif,.tif
non_cv_01179,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01179.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2501918995.tif,.tif
non_cv_01180,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01180.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\0000446160.tif,.tif
non_cv_01181,non_cv,email,raw/non_cv/email/non_cv_01181.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2085109714b.tif,.tif
non_cv_01182,non_cv,form,raw/non_cv/form/non_cv_01182.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\512873930.tif,.tif
non_cv_01183,non_cv,resume,raw/non_cv/resume/non_cv_01183.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50441105-1106.tif,.tif
non_cv_01184,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01184.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\50420490-0502.tif,.tif
non_cv_01185,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01185.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\1002394832_1002394846.tif,.tif
non_cv_01186,non_cv,news_article,raw/non_cv/news_article/non_cv_01186.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2070343063.tif,.tif
non_cv_01187,non_cv,form,raw/non_cv/form/non_cv_01187.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\98710438.tif,.tif
non_cv_01188,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01188.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\1003801167_1169.tif,.tif
non_cv_01189,non_cv,memo,raw/non_cv/memo/non_cv_01189.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0060277237.tif,.tif
non_cv_01190,non_cv,memo,raw/non_cv/memo/non_cv_01190.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0000264280.tif,.tif
non_cv_01191,non_cv,letter,raw/non_cv/letter/non_cv_01191.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\50382699-2699.tif,.tif
non_cv_01192,non_cv,news_article,raw/non_cv/news_article/non_cv_01192.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2021257159.tif,.tif
non_cv_01193,non_cv,budget,raw/non_cv/budget/non_cv_01193.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2025855255_2025855259.tif,.tif
non_cv_01194,non_cv,form,raw/non_cv/form/non_cv_01194.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\522387989+-8001.tif,.tif
non_cv_01195,non_cv,invoice,raw/non_cv/invoice/non_cv_01195.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\0001136649.tif,.tif
non_cv_01196,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01196.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\91017483_91017490.tif,.tif
non_cv_01197,non_cv,letter,raw/non_cv/letter/non_cv_01197.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\2501327339_2501327340.tif,.tif
non_cv_01198,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01198.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2047860512.tif,.tif
non_cv_01199,non_cv,invoice,raw/non_cv/invoice/non_cv_01199.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\0013027589.tif,.tif
non_cv_01200,non_cv,form,raw/non_cv/form/non_cv_01200.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2040758689.tif,.tif
non_cv_01201,non_cv,email,raw/non_cv/email/non_cv_01201.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2505107580a.tif,.tif
non_cv_01202,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01202.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2043342807_2043342832.tif,.tif
non_cv_01203,non_cv,presentation,raw/non_cv/presentation/non_cv_01203.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\0000468562.tif,.tif
non_cv_01204,non_cv,resume,raw/non_cv/resume/non_cv_01204.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\40043731-3732.tif,.tif
non_cv_01205,non_cv,presentation,raw/non_cv/presentation/non_cv_01205.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2075733081_3085.tif,.tif
non_cv_01206,non_cv,form,raw/non_cv/form/non_cv_01206.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2072612102.tif,.tif
non_cv_01207,non_cv,specification,raw/non_cv/specification/non_cv_01207.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2051475412_2051475418.tif,.tif
non_cv_01208,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01208.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\517507735+-7737.tif,.tif
non_cv_01209,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01209.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\11314214.tif,.tif
non_cv_01210,non_cv,email,raw/non_cv/email/non_cv_01210.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\527805280+-5280.tif,.tif
non_cv_01211,non_cv,specification,raw/non_cv/specification/non_cv_01211.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2057451537_2057451539.tif,.tif
non_cv_01212,non_cv,memo,raw/non_cv/memo/non_cv_01212.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0060324076.tif,.tif
non_cv_01213,non_cv,form,raw/non_cv/form/non_cv_01213.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2040773043_2040773044.tif,.tif
non_cv_01214,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01214.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\60015813.tif,.tif
non_cv_01215,non_cv,budget,raw/non_cv/budget/non_cv_01215.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2041379205_2041379208.tif,.tif
non_cv_01216,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01216.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\500002030.tif,.tif
non_cv_01217,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01217.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2075972594_2599.tif,.tif
non_cv_01218,non_cv,form,raw/non_cv/form/non_cv_01218.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2086086547.tif,.tif
non_cv_01219,non_cv,email,raw/non_cv/email/non_cv_01219.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2083705622.tif,.tif
non_cv_01220,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01220.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\524268550+-8550.tif,.tif
non_cv_01221,non_cv,email,raw/non_cv/email/non_cv_01221.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2067687276_2067687277.tif,.tif
non_cv_01222,non_cv,invoice,raw/non_cv/invoice/non_cv_01222.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\2028705503.tif,.tif
non_cv_01223,non_cv,form,raw/non_cv/form/non_cv_01223.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2076160516.tif,.tif
non_cv_01224,non_cv,resume,raw/non_cv/resume/non_cv_01224.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50534262-4263.tif,.tif
non_cv_01225,non_cv,form,raw/non_cv/form/non_cv_01225.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2073624414.tif,.tif
non_cv_01226,non_cv,email,raw/non_cv/email/non_cv_01226.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2085111514a.tif,.tif
non_cv_01227,non_cv,budget,raw/non_cv/budget/non_cv_01227.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2074075272_5275.tif,.tif
non_cv_01228,non_cv,invoice,raw/non_cv/invoice/non_cv_01228.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\86610837.tif,.tif
non_cv_01229,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01229.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2043676330.tif,.tif
non_cv_01230,non_cv,letter,raw/non_cv/letter/non_cv_01230.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\0060174018.tif,.tif
non_cv_01231,non_cv,presentation,raw/non_cv/presentation/non_cv_01231.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2080270186_0194.tif,.tif
non_cv_01232,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01232.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\514482383+-2398.tif,.tif
non_cv_01233,non_cv,presentation,raw/non_cv/presentation/non_cv_01233.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2012610279.tif,.tif
non_cv_01234,non_cv,specification,raw/non_cv/specification/non_cv_01234.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2076355025.tif,.tif
non_cv_01235,non_cv,memo,raw/non_cv/memo/non_cv_01235.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2057314908.tif,.tif
non_cv_01236,non_cv,resume,raw/non_cv/resume/non_cv_01236.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50534567-4568.tif,.tif
non_cv_01237,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01237.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2043344178_2043344207.tif,.tif
non_cv_01238,non_cv,email,raw/non_cv/email/non_cv_01238.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2085316289.tif,.tif
non_cv_01239,non_cv,memo,raw/non_cv/memo/non_cv_01239.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\94775871_5901.tif,.tif
non_cv_01240,non_cv,letter,raw/non_cv/letter/non_cv_01240.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\0060274090.tif,.tif
non_cv_01241,non_cv,form,raw/non_cv/form/non_cv_01241.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2023298821.tif,.tif
non_cv_01242,non_cv,letter,raw/non_cv/letter/non_cv_01242.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\83611174.tif,.tif
non_cv_01243,non_cv,invoice,raw/non_cv/invoice/non_cv_01243.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\87285541_5542.tif,.tif
non_cv_01244,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01244.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\1000325836_1000325840.tif,.tif
non_cv_01245,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01245.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\0071003741.tif,.tif
non_cv_01246,non_cv,invoice,raw/non_cv/invoice/non_cv_01246.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\0001140927.tif,.tif
non_cv_01247,non_cv,letter,raw/non_cv/letter/non_cv_01247.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\501477555.tif,.tif
non_cv_01248,non_cv,specification,raw/non_cv/specification/non_cv_01248.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2031305209.tif,.tif
non_cv_01249,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01249.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2501423947.tif,.tif
non_cv_01250,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01250.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\503490688.tif,.tif
non_cv_01251,non_cv,invoice,raw/non_cv/invoice/non_cv_01251.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\2049404765.tif,.tif
non_cv_01252,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01252.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\50630959-0959.tif,.tif
non_cv_01253,non_cv,memo,raw/non_cv/memo/non_cv_01253.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\89552967_89552968.tif,.tif
non_cv_01254,non_cv,memo,raw/non_cv/memo/non_cv_01254.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2073940141.tif,.tif
non_cv_01255,non_cv,email,raw/non_cv/email/non_cv_01255.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2073258085d_8086.tif,.tif
non_cv_01256,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01256.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\501065833.tif,.tif
non_cv_01257,non_cv,memo,raw/non_cv/memo/non_cv_01257.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\tcal0367322.tif,.tif
non_cv_01258,non_cv,letter,raw/non_cv/letter/non_cv_01258.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\517295939+-5939.tif,.tif
non_cv_01259,non_cv,specification,raw/non_cv/specification/non_cv_01259.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\508582277.tif,.tif
non_cv_01260,non_cv,memo,raw/non_cv/memo/non_cv_01260.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0000085691.tif,.tif
non_cv_01261,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01261.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\71427669.tif,.tif
non_cv_01262,non_cv,resume,raw/non_cv/resume/non_cv_01262.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50630512-0513.tif,.tif
non_cv_01263,non_cv,presentation,raw/non_cv/presentation/non_cv_01263.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2031046039.tif,.tif
non_cv_01264,non_cv,news_article,raw/non_cv/news_article/non_cv_01264.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2501374289.tif,.tif
non_cv_01265,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01265.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\522714276+-4278.tif,.tif
non_cv_01266,non_cv,memo,raw/non_cv/memo/non_cv_01266.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0060335299.tif,.tif
non_cv_01267,non_cv,presentation,raw/non_cv/presentation/non_cv_01267.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2054407775.tif,.tif
non_cv_01268,non_cv,resume,raw/non_cv/resume/non_cv_01268.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\40048312-8313.tif,.tif
non_cv_01269,non_cv,invoice,raw/non_cv/invoice/non_cv_01269.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\94066653.tif,.tif
non_cv_01270,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01270.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2049259715_9717.tif,.tif
non_cv_01271,non_cv,letter,raw/non_cv/letter/non_cv_01271.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\510357448+-7450.tif,.tif
non_cv_01272,non_cv,budget,raw/non_cv/budget/non_cv_01272.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2049420059.tif,.tif
non_cv_01273,non_cv,presentation,raw/non_cv/presentation/non_cv_01273.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2081653185.tif,.tif
non_cv_01274,non_cv,news_article,raw/non_cv/news_article/non_cv_01274.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\tob08303.20.tif,.tif
non_cv_01275,non_cv,email,raw/non_cv/email/non_cv_01275.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2083647686b_7687.tif,.tif
non_cv_01276,non_cv,budget,raw/non_cv/budget/non_cv_01276.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2048759608.tif,.tif
non_cv_01277,non_cv,resume,raw/non_cv/resume/non_cv_01277.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\85685350_85685366.tif,.tif
non_cv_01278,non_cv,resume,raw/non_cv/resume/non_cv_01278.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50528576-8577.tif,.tif
non_cv_01279,non_cv,budget,raw/non_cv/budget/non_cv_01279.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\04238734.tif,.tif
non_cv_01280,non_cv,invoice,raw/non_cv/invoice/non_cv_01280.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\2043631610.tif,.tif
non_cv_01281,non_cv,letter,raw/non_cv/letter/non_cv_01281.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\2026514620.tif,.tif
non_cv_01282,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01282.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2073888637_8638.tif,.tif
non_cv_01283,non_cv,invoice,raw/non_cv/invoice/non_cv_01283.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\0001224220.tif,.tif
non_cv_01284,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01284.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2024835572_2024835573.tif,.tif
non_cv_01285,non_cv,letter,raw/non_cv/letter/non_cv_01285.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\508615373.tif,.tif
non_cv_01286,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01286.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\2028716296.tif,.tif
non_cv_01287,non_cv,memo,raw/non_cv/memo/non_cv_01287.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\tob10915.31.tif,.tif
non_cv_01288,non_cv,presentation,raw/non_cv/presentation/non_cv_01288.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2043043082_2043043084.tif,.tif
non_cv_01289,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01289.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\502610352+-0352.tif,.tif
non_cv_01290,non_cv,budget,raw/non_cv/budget/non_cv_01290.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tcal0470212.tif,.tif
non_cv_01291,non_cv,news_article,raw/non_cv/news_article/non_cv_01291.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2028345333.tif,.tif
non_cv_01292,non_cv,resume,raw/non_cv/resume/non_cv_01292.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50579379-9380.tif,.tif
non_cv_01293,non_cv,memo,raw/non_cv/memo/non_cv_01293.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2023789357.tif,.tif
non_cv_01294,non_cv,presentation,raw/non_cv/presentation/non_cv_01294.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2040752208_2040752281.tif,.tif
non_cv_01295,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01295.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\509132739+-2739.tif,.tif
non_cv_01296,non_cv,form,raw/non_cv/form/non_cv_01296.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2065126045.tif,.tif
non_cv_01297,non_cv,form,raw/non_cv/form/non_cv_01297.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\505998360.tif,.tif
non_cv_01298,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01298.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\0060031420.tif,.tif
non_cv_01299,non_cv,budget,raw/non_cv/budget/non_cv_01299.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2046523550_3552.tif,.tif
non_cv_01300,non_cv,resume,raw/non_cv/resume/non_cv_01300.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50291221-1222.tif,.tif
non_cv_01301,non_cv,letter,raw/non_cv/letter/non_cv_01301.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\509697266.tif,.tif
non_cv_01302,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01302.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\524035055+-5058.tif,.tif
non_cv_01303,non_cv,resume,raw/non_cv/resume/non_cv_01303.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\40005965-5966.tif,.tif
non_cv_01304,non_cv,news_article,raw/non_cv/news_article/non_cv_01304.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\1003041142-b.tif,.tif
non_cv_01305,non_cv,memo,raw/non_cv/memo/non_cv_01305.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2504002652.tif,.tif
non_cv_01306,non_cv,news_article,raw/non_cv/news_article/non_cv_01306.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2046527640_2046527649.tif,.tif
non_cv_01307,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01307.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\502470946.tif,.tif
non_cv_01308,non_cv,news_article,raw/non_cv/news_article/non_cv_01308.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2024271712.tif,.tif
non_cv_01309,non_cv,presentation,raw/non_cv/presentation/non_cv_01309.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2041737116.tif,.tif
non_cv_01310,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01310.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\522866058+-6058.tif,.tif
non_cv_01311,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01311.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\50305638-5643.tif,.tif
non_cv_01312,non_cv,news_article,raw/non_cv/news_article/non_cv_01312.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2072737113_7114.tif,.tif
non_cv_01313,non_cv,specification,raw/non_cv/specification/non_cv_01313.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2069720003.tif,.tif
non_cv_01314,non_cv,letter,raw/non_cv/letter/non_cv_01314.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\515181999+-1999.tif,.tif
non_cv_01315,non_cv,resume,raw/non_cv/resume/non_cv_01315.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50357605-7606.tif,.tif
non_cv_01316,non_cv,budget,raw/non_cv/budget/non_cv_01316.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2020281239_2020281242.tif,.tif
non_cv_01317,non_cv,presentation,raw/non_cv/presentation/non_cv_01317.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2501917538_7553.tif,.tif
non_cv_01318,non_cv,presentation,raw/non_cv/presentation/non_cv_01318.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2082840645_0672.tif,.tif
non_cv_01319,non_cv,form,raw/non_cv/form/non_cv_01319.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2071239651.tif,.tif
non_cv_01320,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01320.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\2029194036.tif,.tif
non_cv_01321,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01321.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2043612016.tif,.tif
non_cv_01322,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01322.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\1003157443.tif,.tif
non_cv_01323,non_cv,file_folder,raw/non_cv/file_folder/non_cv_01323.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2062406432.tif,.tif
non_cv_01324,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01324.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2078638657_8658.tif,.tif
non_cv_01325,non_cv,resume,raw/non_cv/resume/non_cv_01325.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\2085797177.tif,.tif
non_cv_01326,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01326.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\91667973.tif,.tif
non_cv_01327,non_cv,specification,raw/non_cv/specification/non_cv_01327.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2069710700.tif,.tif
non_cv_01328,non_cv,budget,raw/non_cv/budget/non_cv_01328.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\ti14862487.tif,.tif
non_cv_01329,non_cv,email,raw/non_cv/email/non_cv_01329.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2085697034c_7035.tif,.tif
non_cv_01330,non_cv,handwritten,raw/non_cv/handwritten/non_cv_01330.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\524125908+-5910.tif,.tif
non_cv_01331,non_cv,email,raw/non_cv/email/non_cv_01331.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2082921074a.tif,.tif
non_cv_01332,non_cv,budget,raw/non_cv/budget/non_cv_01332.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2063239928.tif,.tif
non_cv_01333,non_cv,presentation,raw/non_cv/presentation/non_cv_01333.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2073870844_0849.tif,.tif
non_cv_01334,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_01334.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\50102025-2025.tif,.tif
non_cv_01335,non_cv,presentation,raw/non_cv/presentation/non_cv_01335.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2064233475_3477.tif,.tif
non_cv_01336,non_cv,presentation,raw/non_cv/presentation/non_cv_01336.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\86570040_0044.tif,.tif
non_cv_01337,non_cv,invoice,raw/non_cv/invoice/non_cv_01337.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\2028725808.tif,.tif
non_cv_01338,non_cv,form,raw/non_cv/form/non_cv_01338.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2029244209.tif,.tif
non_cv_01339,non_cv,news_article,raw/non_cv/news_article/non_cv_01339.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2021194225.tif,.tif
non_cv_01340,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_01340.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\0011566635.tif,.tif
non_cv_01341,non_cv,specification,raw/non_cv/specification/non_cv_01341.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\0000969231.tif,.tif
non_cv_01342,non_cv,advertisement,raw/non_cv/advertisement/non_cv_01342.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\2061190146.tif,.tif
non_cv_01343,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_01343.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\1003701751_1003701753.tif,.tif
